frame.encap_type,frame.len,frame.number,frame.time,frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_relative,radiotap.channel.flags.cck,radiotap.channel.flags.ofdm,radiotap.channel.freq,radiotap.datarate,radiotap.dbm_antsignal,radiotap.length,radiotap.mactime,radiotap.present.tsft,radiotap.rxflags,radiotap.timestamp.ts,radiotap.vendor_oui,wlan.duration,wlan.analysis.kck,wlan.analysis.kek,wlan.bssid,wlan.country_info.fnm,wlan.country_info.code,wlan.da,wlan.fc.ds,wlan.fc.frag,wlan.fc.order,wlan.fc.moredata,wlan.fc.protected,wlan.fc.pwrmgt,wlan.fc.type,wlan.fc.retry,wlan.fc.subtype,wlan.fcs.bad_checksum,wlan.fixed.beacon,wlan.fixed.capabilities.ess,wlan.fixed.capabilities.ibss,wlan.fixed.reason_code,wlan.fixed.timestamp,wlan.fixed.status_code,wlan.fixed.auth_seq,wlan.ra,wlan_radio.duration,wlan.rsn.ie.gtk.key,wlan.rsn.ie.igtk.key,wlan.rsn.ie.pmkid,wlan.sa,wlan.seq,wlan.ssid,wlan.ta,wlan.tag,wlan.tag.length,wlan_radio.channel,wlan_radio.data_rate,wlan_radio.end_tsf,wlan_radio.frequency,wlan_radio.signal_dbm,wlan_radio.start_tsf,wlan_radio.phy,wlan_radio.timestamp,wlan.rsn.capabilities.mfpc,wlan_rsna_eapol.keydes.msgnr,wlan_rsna_eapol.keydes.data,wlan_rsna_eapol.keydes.data_len,wlan_rsna_eapol.keydes.key_info.key_mic,wlan_rsna_eapol.keydes.nonce,eapol.keydes.key_len,eapol.keydes.replay_counter,eapol.len,eapol.type,llc,arp,arp.hw.type,arp.proto.type,arp.hw.size,arp.proto.size,arp.opcode,arp.src.hw_mac,arp.src.proto_ipv4,arp.dst.hw_mac,arp.dst.proto_ipv4,ip.dst,ip.proto,ip.src,ip.ttl,ip.version,data.data,data.len,icmpv6.mldr.nb_mcast_records,icmpv6.ni.nonce,tcp.ack,tcp.ack_raw,tcp.analysis,tcp.analysis.flags,tcp.analysis.retransmission,tcp.analysis.reused_ports,tcp.analysis.rto_frame,tcp.checksum,tcp.checksum.status,tcp.dstport,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.reset,tcp.option_len,tcp.payload,tcp.seq,tcp.seq_raw,tcp.srcport,tcp.time_delta,tcp.time_relative,udp.dstport,udp.srcport,udp.length,udp.payload,udp.time_relative,udp.time_delta,nbns,nbss.continuation_data,nbss.type,nbss.length,ldap,smb.access.generic_execute,smb.access.generic_read,smb.access.generic_write,smb.flags.notify,smb.flags.response,smb.flags2.nt_error,smb.flags2.sec_sig,smb.mid,smb.nt_status,smb.server_component,smb.pid.high,smb.tid,smb2.acct,smb2.auth_frame,smb2.buffer_code,smb2.cmd,smb2.data_offset,smb2.domain,smb2.fid,smb2.filename,smb2.header_len,smb2.host,smb2.msg_id,smb2.pid,smb2.previous_sesid,smb2.protocol_id,smb2.sesid,smb2.session_flags,smb2.tid,smb2.write_length,dhcp,dhcp.client_id.duid_ll_hw_type,dhcp.cookie,dhcp.hw.addr_padding,dhcp.hw.mac_addr,dhcp.id,dhcp.ip.client,dhcp.ip.relay,dhcp.ip.server,dhcp.option.broadcast_address,dhcp.option.dhcp_server_id,dhcp.option.router,dhcp.option.vendor.bsdp.message_type,mdns,dns,dns.a,dns.count.add_rr,dns.count.answers,dns.count.auth_rr,dns.count.labels,dns.count.queries,dns.flags.authoritative,dns.flags.checkdisable,dns.flags.opcode,dns.flags.response,dns.ids,dns.ptr.domain_name,dns.qry.name,dns.qry.name.len,dns.resp.len,dns.resp.name,dns.resp.ttl,dns.retransmit_request,dns.retransmit_response,dns.time,ssdp,http.connection,http.content_length,http.content_type,http.date,http.file_data,http.host,http.last_modified,http.location,http.next_request_in,http.next_response_in,http.request.full_uri,http.request.line,http.request.method,http.request.uri.path,http.request.uri.query,http.request.uri.query.parameter,http.request.version,http.request_in,http.response.code,http.response.code.desc,http.response.line,http.response.phrase,http.response.version,http.response_for.uri,http.response_in,http.referer,http.time,http.server,json.value.string,json.key,ssh.cookie,ssh.compression_algorithms_client_to_server_length,ssh.compression_algorithms_server_to_client_length,ssh.direction,ssh.dh_gex.max,ssh.dh_gex.min,ssh.dh_gex.nbits,ssh.encryption_algorithms_client_to_server_length,ssh.encryption_algorithms_server_to_client_length,ssh.host_key.length,ssh.host_key.type_length,ssh.kex_algorithms_length,ssh.mac_algorithms_client_to_server_length,ssh.mac_algorithms_server_to_client_length,ssh.message_code,ssh.mpint_length,ssh.packet_length,ssh.packet_length_encrypted,ssh.padding_length,ssh.padding_string,ssh.protocol,ssh.server_host_key_algorithms_length,tls.alert_message.desc,tls.alert_message.level,tls.app_data_proto,tls.compress_certificate.compressed_certificate_message.length,tls.connection_id,tls.handshake.extension.type,tls.handshake.extensions_key_share_group,tls.handshake.session_ticket_length,tls.handshake.version,tls.record.content_type,tls.record.version,Label
23,314,94001,"Apr 16, 2024 19:10:07.307086000 UTC",2e-06,2e-06,1713294607.307086,247.245946,0,0,2412,,,30,,0,0x00000000,,,48,,,04:42:1a:19:88:f8,,,a8:42:a1:0e:7f:b2,0x00000002,0,0,0,1,0,2,0,8,,,,,,,,,a8:42:a1:0e:7f:b2,,,,,,3378.0,,04:42:1a:19:88:f8,,,1,65.0,,2412,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad:35:79:b5:b6:e6:17:1b:85:41:91:eb:3d:0a:ea:31:f2:84:ef:fe:3d:8d:87:af:05:76:a4:41:44:44:67:c6:25:62:05:02:d1:31:d5:b0:10:bc:40:c9:09:c2:29:7a:89:c0:66:4a:cd:3d:16:3d:2b:53:97:4d:62:93:15:d9:fe:6c:e8:4f:76:fe:e6:d7:bc:53:a9:f6:37:d3:98:f9:4b:d2:d0:05:f2:8f:95:37:33:8c:62:98:09:1f:a6:db:ab:91:ee:fa:c7:6f:e7:17:9d:12:34:a2:c2:6c:27:23:4f:fa:69:81:a3:88:ae:58:11:f7:e4:a4:33:27:fb:b7:89:86:c1:ac:bd:41:3c:7b:25:09:89:56:c0:3e:d4:8a:7b:e4:ec:01:bd:00:27:7c:26:58:ee:56:89:3f:ed:56:8d:a3:90:99:01:e3:7e:04:bf:ba:cb:07:aa:00:82:c7:b1:30:4a:a9:19:91:e7:34:78:e8:cf:46:5d:24:76:83:d5:40:ab:90:3a:ab:2b:46:00:a2:73:a6:20:d7:40:0a:e3:12:d6:32:14:36:0b:75:58:e2:27:21:c9:d1:8c:4c:94:4f:6b:32:ef:a2:be:5b:80:8c:34:5e:a2:33:96:ba:95:b1:a9:21:1a:92,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,414,94002,"Apr 16, 2024 19:10:07.307087000 UTC",1e-06,1e-06,1713294607.307087,247.24594700000003,0,0,2412,,,30,,0,0x00000000,,,48,,,04:42:1a:19:88:f8,,,a8:42:a1:0e:7f:b2,0x00000002,0,0,0,1,0,2,0,8,,,,,,,,,a8:42:a1:0e:7f:b2,,,,,,3379.0,,04:42:1a:19:88:f8,,,1,65.0,,2412,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b:06:28:c8:44:24:c1:d3:ed:02:06:e9:af:95:7f:98:ff:ee:ed:1e:ee:37:0e:c7:7a:a2:b9:9c:87:0b:a3:31:a8:ce:fd:bf:af:04:8f:83:bd:f4:fa:dc:62:ec:83:64:8a:30:99:a7:82:67:68:3a:7b:a1:04:54:4a:1e:60:08:26:f8:e4:14:3d:96:b3:3b:93:08:bb:8c:05:85:93:9e:2f:0e:e8:c0:b3:8b:dc:b4:64:47:cb:71:3e:5b:26:82:d8:19:a1:f8:b5:d5:8c:6b:ad:67:7a:ed:64:3a:78:03:51:c2:2b:33:70:2e:12:b0:07:3c:5d:43:fd:39:36:f3:03:08:45:53:98:5d:be:71:58:42:51:b7:da:53:a9:c5:68:65:cc:94:e5:fc:b4:49:a4:84:5d:f9:22:9f:e6:2b:a8:35:83:b8:91:10:b2:89:9e:a8:69:a0:dd:1c:f3:bc:e4:78:c4:67:8d:20:8f:df:08:a2:a2:5d:e8:21:08:67:72:92:ee:27:31:49:0e:fc:cf:fd:ae:4f:7c:ea:53:98:fe:d3:d2:89:4a:90:00:8a:d6:d7:90:80:e9:89:68:98:07:17:47:e8:a3:df:3d:87:f4:bd:1c:4f:9f:75:d5:de:2c:5a:8d:ee:51:b4:24:f6:a8:6d:20:95:8c:ef:81:1e:2f:42:13:38:6c:db:7e:bb:d4:d4:44:bc:6f:f4:6b:4d:bc:b1:26:43:dd:1d:ac:bd:9a:b3:b3:9f:57:4d:ba:ce:de:79:08:78:07:19:ea:ec:ec:cb:4f:c3:eb:72:56:02:83:13:5d:1e:a2:6b:f7:0d:3f:98:3a:e5:f4:23:cd:41:5a:aa:d4:f7:b3:8c:e5:a3:7c:8b:68:44:6c:df:cc:86:cb:24:ac:39:32:57:45:e3:85:6f,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,58,94003,"Apr 16, 2024 19:10:07.307088000 UTC",1e-06,1e-06,1713294607.3070881,247.245948,0,1,2412,24.0,-50.0,26,,0,0x00000000,,,2,,,,,,,0x00000000,0,0,0,0,0,1,0,9,,,,,,,,,04:42:1a:19:88:f8,32.0,,,,,,,a8:42:a1:0e:7f:b2,,,1,24.0,,2412,-50.0,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,318,94004,"Apr 16, 2024 19:10:07.307089000 UTC",1e-06,1e-06,1713294607.307089,247.24594900000002,0,0,2412,,-50.0,38,,0,0x00000000,,,48,,,04:42:1a:19:88:f8,,,a8:42:a1:0e:7f:b2,0x00000002,0,0,0,1,0,2,1,8,,,,,,,,,a8:42:a1:0e:7f:b2,,,,,,3368.0,,04:42:1a:19:88:f8,,,1,65.0,,2412,-50.0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,db:ba:31:17:41:47:ea:59:14:58:67:8f:87:8f:c3:e9:d8:89:57:60:2f:a5:d5:30:39:af:b6:bb:e0:cd:65:bf:b4:ae:95:00:a7:65:dd:ee:a0:d5:96:8c:90:e4:06:ac:78:e7:0e:d1:6c:c6:a8:f1:93:1e:6b:41:b9:4d:8a:4d:d0:99:19:f9:44:f3:9f:a0:fc:11:69:59:d8:da:f5:34:e7:1b:f3:e4:86:1d:6f:f2:82:42:9e:c7:50:1c:08:ed:78:e9:eb:b2:7d:99:ef:be:4a:d6:4c:be:be:87:0d:24:2b:f7:7f:31:56:b2:da:d8:0e:87:22:1d:0e:ac:77:54:99:7d:4b:88:ee:36:f9:e7:f7:12:70:28:99:32:5e:0e:19:a6:66:69:f8:f3:7d:63:1b:f4:15:b2:88:eb:95:6c:50:73:25:11:82:79:94:d4:c1:0c:22:af:08:c5:6a:da:37:35:dd:0a:87:d3:a0:e6:85:75:f8:1a:80:7a:58:09:d7:92:0c:ca:d6:68:80:82:68:4c:48:53:0b:d8:63:89:fa:fa:1a:31:2e:97:e8:4f:86:30:df:69:39:4b:f2:e7:66:b8:51:54:da:0b:d1:0e:f0:2b:aa:75:cd:58:19:ff:87:a5,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,314,94005,"Apr 16, 2024 19:10:07.307090000 UTC",1e-06,1e-06,1713294607.30709,247.24595,0,0,2412,,,30,,0,0x00000000,,,48,,,04:42:1a:19:88:f8,,,a8:42:a1:0e:7f:b2,0x00000002,0,0,0,1,0,2,1,8,,,,,,,,,a8:42:a1:0e:7f:b2,,,,,,3369.0,,04:42:1a:19:88:f8,,,1,65.0,,2412,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f:fd:bd:ee:0c:4a:51:c4:8c:9d:f2:19:06:0d:4e:f0:34:21:b5:2d:58:52:0e:10:8a:f3:7c:d8:f0:ba:ef:fc:bf:9a:be:95:63:19:cf:f0:87:b6:ac:64:65:52:d5:bc:6b:0d:9e:45:3b:75:d1:42:2b:36:98:97:3b:bb:7f:00:46:b5:ad:1a:16:cf:d4:e9:95:8a:de:8b:db:a9:b0:d0:da:d8:a7:ab:fa:41:40:5a:5f:09:dd:7f:84:a4:bb:ed:d0:9a:d7:d8:7d:3f:e0:fd:7b:cb:50:3a:1f:d1:86:26:56:e5:66:bc:ef:36:bf:e0:c2:29:e1:c9:81:73:97:33:81:aa:26:39:46:29:d7:5e:ca:b9:53:14:db:ee:f5:59:d8:78:77:3c:fd:2c:05:63:2c:62:13:f9:0a:92:a2:87:2a:3d:67:ab:cc:da:ce:8a:f0:22:9f:21:39:9d:f8:dc:3c:b6:e2:d8:05:30:5d:35:3b:90:73:aa:22:b7:e4:8c:4d:e9:e4:7a:3b:71:f4:c5:d5:c2:d6:3f:de:52:c2:68:f3:8d:fa:a1:c9:64:88:4c:90:59:ee:be:6e:92:61:42:8d:85:de:fb:dd:9a:d6:6f:1a:de:ba:ad:bf:2b:3e:44:71:53:53:f5:67:24,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,310,94006,"Apr 16, 2024 19:10:07.307097000 UTC",7.000000000000001e-06,7.000000000000001e-06,1713294607.307097,247.24595699999998,0,0,2412,,,30,,0,0x00000000,,,48,,,04:42:1a:19:88:f8,,,a8:42:a1:0e:7f:b2,0x00000002,0,0,0,1,0,2,0,8,,,,,,,,,a8:42:a1:0e:7f:b2,,,,,,3380.0,,04:42:1a:19:88:f8,,,1,65.0,,2412,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3:e9:66:6d:a7:91:ad:78:52:03:bd:db:92:25:8a:13:06:90:e2:0c:c0:cf:e0:b7:0a:47:5e:81:12:6d:85:c8:d8:19:7d:9c:12:93:d8:c5:11:f1:a2:01:14:7b:98:a9:12:fe:96:5e:7a:4c:c6:c8:0d:b4:ea:47:35:34:ec:1d:3f:59:05:de:a4:a5:04:a9:1c:97:33:66:5f:bf:d9:55:3e:52:23:68:fd:c2:f5:51:84:f9:7d:35:e6:2a:11:a6:2f:78:02:09:ad:e4:f0:72:0a:85:e8:ff:1a:8a:72:17:f8:13:16:e5:8d:82:20:f6:b6:50:94:bf:a1:ff:e3:ef:7c:17:cb:3f:db:f8:1d:a7:6c:83:c2:78:ec:66:cb:e2:41:96:fa:b2:5f:5f:7c:f0:fd:59:84:d9:2e:73:29:ea:6e:07:c2:f8:db:d2:a6:7c:5c:9a:9b:1d:7d:3b:74:f6:26:71:f4:78:f7:f9:3f:60:c0:f6:cd:88:81:fa:87:2a:02:4c:39:b9:5a:b9:53:9a:2d:57:3c:bc:91:22:c3:b0:20:58:8b:7b:63:5e:34:d0:66:30:b3:3f:5c:1f:e0:47:f0:06:38:0e:88:0d:5f:c5:3f:24:e1:02:3a:12:40:23:1d:f7,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,310,94007,"Apr 16, 2024 19:10:07.307098000 UTC",1e-06,1e-06,1713294607.3070982,247.245958,0,0,2412,,,30,,0,0x00000000,,,48,,,04:42:1a:19:88:f8,,,a8:42:a1:0e:7f:b2,0x00000002,0,0,0,1,0,2,0,8,,,,,,,,,a8:42:a1:0e:7f:b2,,,,,,3381.0,,04:42:1a:19:88:f8,,,1,65.0,,2412,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,36:52:13:c7:f2:9c:e5:0e:e6:fb:28:df:30:7b:47:b9:6d:3f:60:a7:c6:d4:e7:fc:bd:7f:f8:b6:99:d2:f4:f1:27:e1:24:b9:28:42:bb:4e:97:5f:7d:50:5f:55:43:fc:14:4f:f1:ce:9e:cf:20:2e:af:0b:55:d3:3f:ec:5a:7f:f5:a4:17:4f:94:51:c2:15:2e:09:40:e3:1a:ea:a8:6e:8f:53:72:9e:03:3f:32:a9:13:cd:f0:d2:b6:ec:5c:f5:ed:34:a8:f8:72:d9:e8:ca:d3:8e:75:1d:11:38:eb:4a:4c:99:a9:e6:cd:23:29:45:d6:d0:e0:80:41:48:73:dd:5e:7b:e2:a3:82:ff:3e:b3:3f:c2:7a:f7:ae:08:7d:c3:4d:85:3d:51:fc:22:08:2c:ce:73:e5:e0:31:93:0f:ba:e4:35:3b:8b:9b:f8:58:15:de:7f:55:e7:7f:39:51:02:1b:d7:20:41:13:a9:06:a4:a1:7c:4d:8f:18:48:88:88:07:b8:17:cd:d9:b4:0f:27:ac:0d:e0:31:bf:ff:10:54:36:d9:94:69:af:bc:a3:a8:b7:c6:31:10:89:d2:15:c4:9f:fb:a6:6c:82:3d:e6:2a:cb:e5:d0:b8:35:14:b4:c6:da:4b,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,377,94008,"Apr 16, 2024 19:10:07.307099000 UTC",1e-06,1e-06,1713294607.307099,247.245959,0,0,2412,,,30,,0,0x00000000,,,48,,,04:42:1a:19:88:f8,,,a8:42:a1:0e:7f:b2,0x00000002,0,0,0,1,0,2,0,8,,,,,,,,,a8:42:a1:0e:7f:b2,,,,,,3382.0,,04:42:1a:19:88:f8,,,1,65.0,,2412,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9:9a:0f:e4:19:5c:4e:95:6b:96:96:c0:ea:8c:00:96:17:78:f1:08:3d:7e:aa:3b:0e:7a:9d:8a:30:f7:ca:2b:d7:18:68:69:73:0b:b2:3e:b3:db:69:41:5e:7a:02:77:14:d9:e0:d3:d6:1e:54:c4:36:df:6e:e3:d6:f0:ad:a6:c8:d9:f8:40:ee:eb:5a:80:e4:32:c0:df:82:92:db:0b:f4:83:bd:f0:d1:fa:c1:ea:78:32:bc:e2:f7:62:e4:c7:ea:e7:7f:92:3d:e9:b8:c4:07:0f:34:30:1c:d6:aa:2f:d6:33:60:d1:f3:42:24:67:3b:49:2d:98:f9:58:95:1f:bb:65:43:7f:4d:57:2d:36:56:6e:ac:29:0e:30:79:55:80:81:84:92:7a:26:c2:60:83:66:75:1d:e8:39:c9:61:d9:56:aa:2b:d2:0d:e7:e7:76:dd:e4:fe:f6:e4:cb:c6:64:13:a8:29:2d:0e:53:7c:e8:c0:cd:3a:0c:78:5d:23:74:f3:41:84:28:52:c3:2e:ce:13:5c:3e:72:ef:33:ee:32:66:b4:b3:59:44:2a:f4:0d:f0:7a:2a:28:c8:c4:a9:f1:04:6f:00:4e:ab:1c:22:a5:8e:d1:f1:7c:db:c9:32:db:c7:12:d8:9b:b3:dc:7a:d6:75:dd:02:6e:d1:0b:21:44:56:b2:82:ce:1b:52:2c:bb:65:02:4f:94:82:df:4e:e2:7c:68:bc:1d:5f:0f:7d:36:fd:94:41:06:28:c9:76:e3:2d:ef:68:e6:f7:e7:e1:16:e4:96:8a:87:31:cf:59:94:12:29:49:29,309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,318,94009,"Apr 16, 2024 19:10:07.307100000 UTC",1e-06,1e-06,1713294607.3071,247.24596,0,0,2412,,,30,,0,0x00000000,,,48,,,04:42:1a:19:88:f8,,,a8:42:a1:0e:7f:b2,0x00000002,0,0,0,1,0,2,0,8,,,,,,,,,a8:42:a1:0e:7f:b2,,,,,,3383.0,,04:42:1a:19:88:f8,,,1,65.0,,2412,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,be:89:04:21:be:f3:1c:32:94:b8:c8:f2:e1:ca:a5:a5:f6:fd:3e:87:dc:74:bf:d7:a4:cd:cb:55:27:ae:62:59:67:72:d1:90:e6:c1:1d:4c:11:10:74:ee:ef:82:59:a6:95:30:e3:f3:2c:46:9e:af:68:0d:81:6a:fd:c8:da:7b:b0:bc:eb:ce:62:f3:74:84:5b:33:00:c7:f0:69:e0:af:28:7c:2b:cf:4c:72:f0:e8:68:74:92:e1:04:62:1f:34:7f:25:39:8f:92:4d:11:90:ad:8c:55:ee:35:e4:7f:f7:5d:c7:e9:e7:ce:94:44:ba:47:2b:65:7f:dd:3e:06:1f:09:ca:ac:0a:8d:ac:1e:87:ee:bf:9d:5b:25:1c:5e:af:d9:c5:c5:9a:a5:fb:92:a0:c3:e5:6b:d4:7c:50:0b:51:72:7e:b8:a8:90:1f:42:bd:77:60:86:f6:9d:58:2e:c7:72:0d:f5:f3:e2:61:f1:38:c9:6a:e9:08:f9:09:9d:52:c9:55:75:04:73:9a:f2:41:67:aa:9b:65:34:6f:f1:16:18:f1:b0:c8:c1:98:b2:14:a6:45:16:4b:ab:07:52:fe:e5:66:5e:14:88:f7:8e:17:d5:61:bf:02:2c:be:8d:27:cd:00:7c:e6:9f:ea:ba:cb:00:c4,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
23,314,94010,"Apr 16, 2024 19:10:07.307101000 UTC",1e-06,1e-06,1713294607.307101,247.245961,0,0,2412,,,30,,0,0x00000000,,,48,,,04:42:1a:19:88:f8,,,a8:42:a1:0e:7f:b2,0x00000002,0,0,0,1,0,2,0,8,,,,,,,,,a8:42:a1:0e:7f:b2,,,,,,3384.0,,04:42:1a:19:88:f8,,,1,65.0,,2412,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,37:02:b8:52:3d:dc:be:9f:fa:6a:72:0b:a4:2f:30:01:7f:9a:78:9f:ba:55:e5:12:a4:f3:d7:33:1f:74:24:b9:1a:aa:ff:e5:2c:99:90:ca:77:7e:69:6a:45:0b:a5:b8:8d:8e:05:42:84:f2:68:ed:e5:91:cb:ff:6d:1b:d1:97:54:92:13:d2:70:6b:9e:45:bd:ec:6d:d8:56:2f:18:dd:24:9c:a4:42:29:20:ea:c2:36:45:7c:77:8b:5f:9f:02:80:13:d8:0b:d2:8d:73:c1:ad:f5:08:1a:99:36:b6:b9:c8:14:f4:04:b4:9c:42:9a:45:ac:16:7f:25:3e:e7:18:17:5e:af:cb:25:35:ea:63:0e:ab:39:22:24:7f:8e:df:86:9b:a0:7a:e5:ef:31:2c:6f:f9:8f:c9:3f:6e:7c:9d:8e:bb:19:d6:10:a6:bb:d3:c0:5a:76:06:a2:6a:5c:bb:4b:ab:be:a5:2b:66:54:4f:5a:7a:27:65:29:c6:54:6d:c3:e1:1d:cd:7c:af:fe:64:63:fe:86:7f:0f:63:cb:30:69:c7:15:b7:fe:88:1e:1d:2b:6f:65:96:35:dd:0e:06:27:60:f0:87:6e:9d:06:ad:84:e2:63:68:21:74:f9:b8:b9:4e:5e:73:8c:f1,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal
